"uri","sha256"
"https://github.com/yuzi-co/miners-linux/releases/download/2019.09/ClaymoreDual-v15.0-linux.tar.gz","9413BA401E163E98C5241BFB625E3BC7D56937EAF0121CF91D68B3BB4DA3A73C"
"https://github.com/ethereum-mining/ethminer/releases/download/v0.18.0/ethminer-0.18.0-cuda-9-linux-x86_64.tar.gz","98132B98C271EA1AD13796524996477F3A58C7C4A20182FE433F51E165A96642"
"https://github.com/develsoftware/GMinerRelease/releases/download/2.10/gminer_2_10_linux64.tar.xz","719FF1BBCC0198C2EFDB37F76AABA997E477A0813F7C9C2FEEC3F2B11D8AFB2C"
"https://github.com/RavenCommunity/kawpowminer/releases/download/1.2.3/kawpowminer-ubuntu18-1.2.3.zip","0246581B0FEC44D624345154D1CC3F1F0431BDDB7BE2774CE25A11FD69BBCAB1"
"https://github.com/Lolliedieb/lolMiner-preview/releases/download/1.0a2/lolMiner_v1_0_a2_Lin64.tar.gz","259A15E49728C45C5BAD22A3B9E7589D8F24443D4D664414D9666469D24D5A74"
"https://github.com/yuzi-co/miners-linux/releases/download/2019.4/multiminer-cuda91-1.2.0.tar.gz","9016B27A9AECEEF4F8E4D73BD1E74294E70DDA1C0039B8ACEF88E97696BD2B39"
"https://github.com/NebuTech/NBMiner/releases/download/v30.2/NBMiner_30.2_Linux.tgz","92C5AA95681094B270D49BA19248922D9AC26E2F1B592B28E4CF890936769F9C"
"https://github.com/yuzi-co/miners-linux/releases/download/2020.06/PhoenixMiner_5.0e_Linux.7z","75C28DEF79507775A1BA365FDCEB25A995DB9E6185489459E623E91BDA96F1B0"
"https://github.com/BitcoinInterestOfficial/BitcoinInterest/releases/download/2.1/progpow_linux_0.16_final.zip","779447DA3802D6115588EBE1B065656CF9841D59CE9E0C14DB440F9D62EDF733"
"https://github.com/fancyIX/sgminer-phi2-branch/releases/download/5.6.1.3.b6a/sgminer-phi2-fancyIX-linux-amd64-0.6.0.1.zip","DC2AFC58B7ECDC5302B14CC24D1C10E1E2105389C318F66616C6432D86D8E131"
"https://github.com/doktor83/SRBMiner-Multi/releases/download/0.4.7/SRBMiner-Multi-0-4-7-Linux.tar.xz","D40C7709455225276369A553933C07A7FA4FE2E696D2CAAF0B5AF2E2629665F8"
"https://github.com/todxx/teamredminer/releases/download/0.7.6/teamredminer-v0.7.6-linux.tgz","684E677E0A8DF63D1AFB27C43C9F856409961B51F05284DD7F7525523E5A563F"
"https://github.com/andru-kun/wildrig/releases/download/0.10.5/wildrig-linux-0.10.5-beta.tar.gz","72CC6135DBA4E856798602A1F00A6ECB988D4CABE5C4AF17018DC923F33976C2"
"https://github.com/andru-kun/wildrig-multi/releases/download/0.25.1/wildrig-multi-linux-0.25.1.tar.gz","5836FB734523E4B1890FFEFEC6467E78D08B1C1739307C9EE232B133DFFF52F9"
"https://github.com/xmrig/xmrig/releases/download/v5.11.3/xmrig-5.11.3-xenial-x64.tar.gz","06CF5DE0B7FD53AB5A0C056E5425535B9741DEFBFA7ADA302765B2AE0EECC4CD"
